Pharokka_phi7A_CDS_0001	Pharokka_phiMA002_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phiMA004_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phiMA001_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_PV_12_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phi7A_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phiMA002_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phiMA004_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phiMA001_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_PV_12_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phi7A_CDS_0001	100.000	501	501	501	1054	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phi11_CDS_0001	99.800	501	501	501	1052	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phi11_CDS_0001	99.800	501	501	501	1052	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phi6A_CDS_0001	99.791	479	501	479	1011	0.0
Pharokka_phi7A_CDS_0001	Pharokka_PV_7BP_CDS_0001	99.791	479	501	479	1011	0.0
Pharokka_phi7A_CDS_0001	Pharokka_phi6A_CDS_0001	99.791	479	501	479	1011	0.0
Pharokka_phi7A_CDS_0001	Pharokka_PV_7BP_CDS_0001	99.791	479	501	479	1011	0.0
Pharokka_phi7A_CDS_0002	Pharokka_phi7A_CDS_0002	100.000	217	217	217	451	6.77e-166
Pharokka_phi7A_CDS_0002	Pharokka_phi7A_CDS_0002	100.000	217	217	217	451	6.77e-166
Pharokka_phi7A_CDS_0002	Pharokka_phi11_CDS_0002	98.157	217	217	218	444	2.43e-163
Pharokka_phi7A_CDS_0002	Pharokka_phi11_CDS_0002	98.157	217	217	218	444	2.43e-163
Pharokka_phi7A_CDS_0002	Pharokka_PV_12_CDS_0002	98.611	216	217	219	444	5.50e-163
Pharokka_phi7A_CDS_0002	Pharokka_PV_12_CDS_0002	98.611	216	217	219	444	5.50e-163
Pharokka_phi7A_CDS_0002	Pharokka_phiMA002_CDS_0002	97.696	217	217	220	441	4.59e-162
Pharokka_phi7A_CDS_0002	Pharokka_phiMA004_CDS_0002	97.696	217	217	220	441	4.59e-162
Pharokka_phi7A_CDS_0002	Pharokka_phiMA001_CDS_0002	97.696	217	217	220	441	4.59e-162
Pharokka_phi7A_CDS_0002	Pharokka_phiMA002_CDS_0002	97.696	217	217	220	441	4.59e-162
Pharokka_phi7A_CDS_0002	Pharokka_phiMA004_CDS_0002	97.696	217	217	220	441	4.59e-162
Pharokka_phi7A_CDS_0002	Pharokka_phiMA001_CDS_0002	97.696	217	217	220	441	4.59e-162
Pharokka_phi7A_CDS_0002	Pharokka_phi6A_CDS_0002	96.774	217	217	220	437	1.33e-160
Pharokka_phi7A_CDS_0002	Pharokka_phi6A_CDS_0002	96.774	217	217	220	437	1.33e-160
Pharokka_phi7A_CDS_0002	Pharokka_PV_7BP_CDS_0002	96.313	217	217	220	436	6.47e-160
Pharokka_phi7A_CDS_0002	Pharokka_PV_7BP_CDS_0002	96.313	217	217	220	436	6.47e-160
Pharokka_phi7A_CDS_0003	Pharokka_phi7A_CDS_0003	100.000	608	608	608	1255	0.0
Pharokka_phi7A_CDS_0003	Pharokka_phi7A_CDS_0003	100.000	608	608	608	1255	0.0
Pharokka_phi7A_CDS_0003	Pharokka_phi6A_CDS_0003	98.684	608	608	608	1244	0.0
Pharokka_phi7A_CDS_0003	Pharokka_PV_7BP_CDS_0003	98.684	608	608	608	1244	0.0
Pharokka_phi7A_CDS_0003	Pharokka_phi6A_CDS_0003	98.684	608	608	608	1244	0.0
Pharokka_phi7A_CDS_0003	Pharokka_PV_7BP_CDS_0003	98.684	608	608	608	1244	0.0
Pharokka_phi7A_CDS_0003	Pharokka_PV_12_CDS_0003	99.329	596	608	596	1225	0.0
Pharokka_phi7A_CDS_0003	Pharokka_PV_12_CDS_0003	99.329	596	608	596	1225	0.0
Pharokka_phi7A_CDS_0003	Pharokka_phiMA002_CDS_0003	99.329	596	608	596	1224	0.0
Pharokka_phi7A_CDS_0003	Pharokka_phiMA004_CDS_0003	99.329	596	608	596	1224	0.0
